Date,Content,Label
2024-12-04,"but smuggling weakens that strategy, and farmers end up bearing the brunt of the restrictions,"" said balwant holkar, a trader in lasalgaon in the western indian state of maharashtra..meanwhile, india's illegal imports of about 156 metric tons of gold last year, worth about $9 billion, were up from 100 tons in 2022, the world gold council (wgc) says..nearly a third originated from bangladesh, say industry and government sources, with the bulk used to settle payments for smuggled grain, the bsf and india's directorate of revenue intelligence (dri) officials told reuters..new delhi lost an estimated $1.6 billion in unpaid taxes last year to gold smuggling, industry officials estimate from wgc data..india banned exports of wheat in mid-2022 and curbed those of white rice and sugar in 2023, while levying high taxes on shipments of onions and parboiled rice..but bangladesh kept import taxes high, making it even more attractive to smuggle grain across a porous border stretching more than 4,000 km (2,500 miles), said a dhaka-based grains trader, who sought anonymity as the matter is sensitive..in 2012, when india increased gold import duties, smugglers earned a margin of 54,000 rupees a kilogram, which rose to a peak of 1.3 million rupees in mid-2024, industry estimates show..despite the july tax cut, margins remain lucrative, at 700,000 rupees per kg..""even after accounting for operational expenses, grey market operators still realise significant profits,"" said james jose, secretary of the association of gold refineries and mints. ""this is why smuggling persists, even after the duty reduction."".gold refining in india yields very thin margins, but grey market operators offer hefty discounts because they evade taxes, said harshad ajmera of wholesaler jj gold house in kolkata..""you can't compete with them,"" ajmera said. ""you just lose market share."".india's sugar export ban drove a surge in global prices, roughly doubling the price of the sweetener in dhaka over its price in eastern india, luring grey market players..to pay for items from india, bangladeshi buyers use cartels to deliver the gold across the border, where indian suppliers exchange it for cash in kolkata to start a new trade cycle..after india banned exports, bangladesh's official imports of raw sugar dropped 25% in the fiscal year ending in june, to 1.386 million metric tons..that gap was bridged with about 450,000 tons of smuggled sugar, mostly paid for with gold, said some participants in official trade..""for the last few years, there's been no shortage of work,"" said an indian courier living near the border, adding that he got paid immediately on delivering gold from bangladesh at a day's notice..($1=84.6825 indian rupees)",2
2024-12-04,"workers' strike slows production at canadian b2gold's key mali mine, sources say article:.bamako, dec 4 (reuters) - a workers' strike at b2gold(bto.to), opens new tab's flagship mine in southwest mali has reduced mining operations to just 25% of its capacity, two employees at the mine told reuters on tuesday..between 1,875 and 2,000 workers at b2gold's fekola mine in mali launched the seven-day strike on nov. 29 over the dismissal of some of their colleagues, the sources said, speaking on condition of anonymity..responding to a request for comment, the vancouver-based miner said mining operations at fekola were continuing at a reduced capacity, although ""well in excess"" of the 25% reported by the sources..on dec. 2, b2gold said the industrial action was triggered by steps taken by the company against a few employees who had engaged in alleged illegal activities..the fekola plant was operating normally and output was expected to be towards the lower end of an earlier forecast range of 420,000 ounces to 450,000 ounces of gold this year, it said in a statement..karim fomba, national secretary of the civil construction, mining and energy union, said the strikers' main demand is for the company to reinstate the employees who were dismissed..""a court decision has certified that the dismissals were abusive, but the mine management has not implemented the decision,"" he told reuters..fekola is b2gold's biggest mine and among the largest operations in the west african country.",0
2024-12-04,"russian finance ministry to increase deferred daily fx purchases article:.dec 4 (reuters) - russia's finance ministry on wednesday said it would increase the volume of its deferred foreign currency and gold purchases in the coming six weeks..the purchases are deferred because the central bank last week stopped buying foreign currency until the end of the year to ease pressure on financial markets as the rouble tumbled to multi-month lows..the deferred purchases will be carried out next year, the finance ministry said, with the central bank to determine how and when a resumption will be made..the ministry said its purchases of foreign currencies and gold for the period from dec. 6 to jan. 14, which includes russia's long new year holidays, would amount to the equivalent of 114.4 billion roubles ($1.09 billion), or 5.4 billion roubles a day..in the previous period, between nov. 7 and dec. 5, the ministry had planned to buy foreign currency worth 87.5 billion roubles, or 4.2 billion roubles a day..since western sanctions imposed over moscow's invasion of ukraine have blocked russia from using the dollar and euro, it has made fx interventions using china's yuan..the ministry's fx interventions are carried out by the central bank, which is also conducting its own interventions: sales of yuan at the equivalent of 8.4 billion roubles a day..russia sells foreign currency from its rainy day national wealth fund under its budget rule to make up for any shortfall in revenue from oil and gas exports or makes purchases in the event of a surplus..the central bank halted interventions in 2022 as russia's currency markets gyrated following moscow's invasion of ukraine and again in august 2023 as the rouble tumbled past 100 to the dollar..planned interventions in 2023 were deferred to 2024..the rouble slumped to almost 115 to the dollar last week, but has steadied near 105 since then, thanks in part to the central bank's move on interventions..($1 = 104.9000 roubles)",0
2024-12-04,"discontent runs high as ghana readies to vote on saturday article:.accra, dec 4 (reuters) - public frustration over ghana's economic travails, including high prices and a dearth of jobs, has dominated the run-up to saturday's general election, which will likely test the nation's longstanding democratic credentials..support for outgoing president nana akufo-addo and his ruling new patriotic party (npp) party has sunk in his second term amid the west african nation's worsteconomic crisisin a generation, along withcost-of-living protestsand turmoil in its vitalcocoaandgold industries..indeed, the clamour for change hastippedthe presidential and legislative race firmly in favour of opposition leader john dramani mahama and his national democratic congress party,polls show, though voter patience with the political process is running low..""the country is ruined.",1
2024-12-04,"blackrock bets on ai-driven stocks rally but us debt clouds 2025 outlook article:.new york, dec 4 (reuters) - blackrock(blk.n), opens new tabexpects the artificial intelligence boom to continue to boost u.s. stocks next year and support economic growth more broadly, although rising u.s. government debt levels could threaten its upbeat 2025 forecasts..innovations in ai technology will likely benefit u.s. stocks more than their european peers, while private markets will increasingly play a key role in financing ai-related infrastructure, the blackrock investment institute, a research arm of the world's largest asset manager, said on wednesday..""we stay risk-on ... and go further overweight u.s. stocks as the ai theme broadens out,"" it said in a 2025 outlook report based on views of senior portfolio managers and investment executives at blackrock, which manages $11.5 trillion in assets..while u.s. economic growth may cool a little next year, the federal reserve will likely not be able to meaningfully lower interest rates as inflation remains sticky and above the central bank's target, the institute said.",2
2024-12-04,"south korea lifts martial law, relieving some market uncertainty article:.new york, dec 3 (reuters) - a surprise declaration of martial law in korea that had sent the won plummeting and gave u.s. treasuries a brief safe-haven boost was lifted on tuesday, removing one source of geopolitical jitters for world markets to contend with..the move gave a modest boost to u.s. stocks, which were otherwise muted and range-bound for much of the session..the s&p 500 and the nasdaq managed to reach new record closing highs..""these developments, combined with those in france and the outcome ofthe u.s. presidential election, all are creating uncertainty as investors think about how to position themselves moving into 2025,"" said greg bassuk, ceo at axs investments in new york..south korea's won had tumbled to a two-year low against the dollar after south korean president yoon suk yeol declared martial law in what he said was an effort to block efforts by opposition parties to hijack the parliamentary process.",0
2024-12-04,"he laterreversedthe decision, honoring a parliamentary vote against the measure..crude prices gained amid supply concerns related to opec+ output cuts and simmering tensions in the middle east..the labor department released its closely monitored job openings and labor turnover survey (jolts), which showed job openings on the rise and layoffs on the wane, supporting the notion that the labor market continues its gradual cooldown..on friday, the labor department is due to unveil its much-anticipated november employment report, which will be parsed for clues regarding the u.s.",0
2024-12-04,"federal reserve's policy decisions in december and beyond..""there’s a host of economic data on this week’s calendar, so investors are taking a wait-and-see as this week’s data will likely impact the fed’s december rate decision,"" bassuk added..the dow jones industrial average(.dji), opens new tabfell 76.59 points, or 0.17%, to 44,705.41; the s&p 500(.spx), opens new tabrose 2.73 points, or 0.05%, to 6,049.88; and the nasdaq composite(.ixic), opens new tabrose 76.96 points, or 0.40%, to 19,480.91..european sharesnabbed a one-month high even as political turmoil in france, which has pushed thefrench governmentto the verge of collapsing, kept investors on edge..msci's gauge of stocks across the globe(.miwd00000pus), opens new tabrose 3.16 points, or 0.37%, to 867.80..the stoxx 600(.stoxx), opens new tabindex rose 0.37%, while europe's broad ftseurofirst 300 index(.fteu3), opens new tabrose 8.89 points, or 0.44%.emerging market stocks(.mscief), opens new tabrose 9.83 points, or 0.90%, to 1,096.22..the dollarclosed nominally lower against a basket of world currencies as financial markets cemented expectations that the fed will make another interest rate cut at this month's policy meeting..but its losses were held in check by france's unfolding political crisis, and lingering tariff threats from president-electdonald trump..china's onshore yuan touched its weakest level since the 2008 financial crisis in the face of tariff worries..the dollar index , which measures the greenback against a basket of currencies including the yen and the euro, fell 0.03% to 106.34, with the euro up 0.1% at $1.0508..the korean won weakened 0.97% against the dollar to 1,418.35 per dollar..against the japanese yen , the dollar weakened 0.08% to 149.47..bitcoin was uncharacteristically subdued, prolonging its flirtation with the elusive and closely watched $100,000 mark..in cryptocurrencies, bitcoin gained 0.29% to $95,686.00.",0
2024-12-04,"ethereum declined 0.17% to $3,608.46..yields on 10-year treasuries edged higher in the wake of the jolts report as investors cement their expectations for a 25 basis point rate cut at the conclusion of the fed's dec. 17-18 policy meeting..the yield on benchmark u.s. 10-year notes rose 4 basis points to 4.234%, from 4.194% late on monday..the 30-year bond yield rose 5.5 basis points to 4.4129% from 4.358% late on monday..the 2-year note yield, which typically moves in step with rate expectations for the fed, fell 2.3 basis points to 4.175%, from 4.198% late on monday..crude oil pricesgained ground ahead of an expected decision by opec+ to approve continued output cuts..oil's advance was also supported by a fragile ceasefire between israel and lebanon..u.s. crude rose 2.70% to $69.94 per barrel, while brent rose to $73.62 per barrel, up 2.49% on the day..goldheld firm amid firming expectations for a december rate cut from the federal reserve..spot gold rose 0.13% to $2,642.25 an ounce. u.s. gold futures rose 0.26% to $2,641.70 an ounce.",0
2024-12-04,"tsx edges toward record high as metal mining shares climb article:.dec 3 (reuters) - canada's main stock index rose on tuesday, with gains for resource shares offsetting disappointing results from bank of nova scotia(bns.to), opens new tabas positive momentum since the outcome of the u.s. presidential election in november continued..the toronto stock exchange's s&p/tsx composite index(.gsptse), opens new tabended up 45.40 points, or 0.2%, at 25,635.73, stopping just short of the record closing high it posted on friday..in november, the tsx added 6.2%, its biggest monthly gain in one year..""the post-election relief rally continues,"" said matt skipp, president of sw8 asset management. ""optimism about a more business friendly environment in the united states is driving markets ever higher."".canada sends about 75% of its exports to the united states, includingoil, which settled 2.7% higher at $69.94 a barrel as israel threatened to attack the lebanese state if its truce with hezbollah collapses..energy added 0.5% and the materials group, which includes fertilizer companies and metal mining shares, was up 2.7%.",0
2024-12-04,"copper prices climbed 1.8% and gold edged higher..bank of nova scotia(bns.to), opens new tabshares fell 3.4% as the bank reported fourth-quarter earnings below analysts' expectations, warning about modest economic growth in key international markets and drawing investors' attention to credit woes as consumers struggle to pay back high-interest loans..""interest rates are too high in canada and they've got to come down. everybody is loaded with debt and it hurts,"" skipp said..the bank of canada has lowered its benchmark interest rate by one and a quarter percentage points since june to 3.75% but borrowing costs are still above the 2.75% rate the central bank estimates for theneutral setting- the level that neither restricts nor stimulates the economy..the heavily weighted financials sector was down 0.5%, while industrials ended 0.4% lower as railroad shares fell.",0
2024-12-04,"portugal plans to hold delayed lithium tender in 2025 article:.lisbon, dec 3 (reuters) - portugal's government plans to launch a long-delayed tender of lithium prospecting licenses in 2025 as it seeks to make the country a top european supplier of critical metals for the green transition, it said on tuesday..the center-right government, which took over in april, said that the international tender for lithium prospecting will target six areas in the north and center of the country..the previous socialist administration initially planned an auction in 2018 butconcernsabout the environmental and social impact of lithium mining have led to multiple delays to the auction..environment minister maria da graca carvalho said that the tender is part of portugal's plans to meeteurope'sgoals to ensure greater security and reduce dependence on imports of critical materials from countries such aschina..""our intention is to move forward with the tender in 2025,"" she told journalists, adding that the government wants to speed up the licensing processes for projects, ""but will be demanding in assessing the environmental impacts."".with some 60,000 tonnes of known reserves, portugal is europe's biggest lithium producer but its miners sell almost exclusively to the ceramics industry and are only now preparing to produce the higher-grade lithium for use in electric vehicles..portugal's environmental agency apa has already given its initial approval to lithium extraction at the barroso mine, owned by london-based company savannah resources, and at the montalegre mine of the local firmlusorecursos, both in the north of the country..the start of exploration in both mines is scheduled for 2027 as they still need licensing authorizations for the concrete projects..lithium miners around the globe are struggling with low prices(eur.ax), opens new tabfor this ore, which have fallen by more than 45% so far this year, largely due tooverproductionfrom china and a drop in demand for evs..china supplies two-thirds of processed lithium globally and, according to international energy agency data, it has also taken a huge lead in powering evs, controlling 85% ofglobal battery cell production..carvalho also said that the government intends to launch tenders for new copper and gold prospecting licenses next year..portugal already has the sixth-largest copper mine in europe, operated by toronto-based lundin mining(lun.to), opens new tab.",2
2024-12-04,it had stopped actively exploring for gold more than 30 years ago.,2
2024-12-04,"gold pares gains after jolts report, more us data eyed article:.dec 3 (reuters) - gold prices trimmed gains on tuesday after strong u.s. jobs data hinted at a cautious approach to rate cuts by the federal reserve, while a softer dollar and easing treasury yields capped losses as markets awaited further economic cues..spot gold edged up 0.2% at $2,644.05 per ounce, as of 01:42 p.m. et (1842 gmt). prices were up as much as 0.7% before the u.s. job openings data. u.s. gold futures settled 0.4% higher at $2,667.90..bullion trimmed earlier gains as ""thejolts dataconfirms our expectations of a rebound in the job market, which eases fears of a significant slowdown in labor markets ahead of friday's non-farm payrolls report,"" said daniel ghali, commodity strategist at td securities..a strong jobs report could lead the fed to take a cautious stance on cutting interest rates.",0
2024-12-04,"investors' focus turns to the adp employment report and fed chair jerome powell's speech on wednesday, ahead of friday's payrolls report..traders are currently pricing in a 74% chance of a 25-basis-point december rate cut..the 10-year treasury yield dropped to more than a month's low, and the dollar was also down 0.3%, limiting losses in bullion..analysts at jpmorgan and hsbc highlighted gold's role as a hedge against geopolitical uncertainty, noting that elevated global tensions and conflicts have boosted its appeal..they emphasized that president-elect trump's policies could further heighten geopolitical risks, potentially benefiting gold as a safe-haven asset heading into 2025..""we believe gold's post-election sell-off was a positioning-driven stumble, not a sea change,"" jp morgan noted, forecasting prices could climb toward $3,000/oz in 2025 as physical demand and less frothy futures positioning will set the stage for further price gains in 2025..gold, which does not pay any interest, historically performs well in low-interest rate environments and during periods of geopolitical uncertainty..spot silver added 1.7% to $31.01 per ounce, platinum rose 1% to $956 and palladium was down 0.9% at $973.",0
2024-12-04,"if that doesn’t happen at the elections, what will happen?"" asked one of the diplomats, speaking on condition of anonymity..""there is growing concern ghana’s peace and democracy is fragile."".twelve candidates are vying for the presidency, with mahama and the ruling party's vice president mahamudu bawumia seen as the main contenders..both have vowed to turn the page on economic instability since 2020 that saw inflationsoar above 50%, the international monetary fund wade in witha $3 billion bailout, and amass restructuringof ghana's debts..polls open for the 18.7 million registered voters at 0700 gmt and close at 1700, with legislative results due by early on monday and presidential results by tuesday, although trends often allow the outcome to be called early..the vote results period ""is going to be a tricky phase"" as tensions may rise due to low trust in institutions, including the electoral commission, said jonas claes, elections lead for the eu delegation in ghana..mahama and his party have repeatedly questioned the commission's ability to deliver credible elections, allegingvoter roll irregularitiesand other issues..bawumia and the ruling npp say the allegations show mahama is preparing to reject the results if they do not go his way..""i don't think widespread violence is to be expected, but it's difficult to be 100% sure,"" claes said.",1
2024-12-05,"just from a regulatory point of view and the concept of a much more easily traded asset, it's justified its run up, though it's now taken on a life of its own..""the test will be if we do have a big puke in risk sentiment at some point, and we start to see a major stock market correction. where does crypto sit in that? i don't know the answer."".richard teng, chief executive officer, binance, dubai:.""almost 16 years since its first block was mined in 2009, bitcoin has reached the landmark milestone of $100k per coin, placing the asset at a total market capitalisation of $2.1 trillion..""this also places bitcoin firmly on the very short list of just seven assets or companies that have achieved more than 2 trillion dollars in market capitalisation, the rest being gold and tech giants nvidia, apple, microsoft, alphabet (google), and amazon..""with talks of a u.s. strategic bitcoin reserve and more companies adding bitcoin to their corporate treasuries, we are on the precipice of true mainstream global adoption."".jean-baptiste graftieaux, ceo, bitstamp, luxembourg:.""bitcoin reaching $100,000 is a watershed moment, highlighting its resilience after a challenging few years. despite shifts in the political and regulatory landscape, bitcoin has proven its staying power..""this milestone reflects the growing maturity of the crypto market, as traditional financial institutions and retail customers increasingly embrace digital assets.",0
2024-12-05,"bitcoin vaults above $100,000 article:.dec 5 (reuters) - bitcoin hit a record high above $100,000 on thursday as the election of republican donald trump as u.s. president fuels expectations that his administration will usher in afriendly regulatory environmentfor cryptocurrencies..the world's largest cryptocurrency was last trading at $102,900 ..since trump's win on nov. 5, the price has surged around 45%, driven by a swathe of buying that has poured capital into u.s. bitcoin-backed exchange-traded funds..comments:.“smashing through the $100,000 level does not represent bitcoin going mainstream. it’s merely a psychological factor and ultimately just a number..“a lot of people have got rich from the cryptocurrency soaring in value this year, but this high-risk asset isn’t suitable for everyone. it’s volatile, unpredictable and is driven by speculation, none of which makes for a sleep-at-night investment..chang wei liang, fx and credit strategist, dbs, singapore:.bitcoin prices are buoyant with crypto adoption possibly reaching an inflection point in the us..the incoming trump administration is seen as more crypto-friendly, and 2025 could see progress in setting up a u.s. bitcoin strategic reserve, on top of changes in regulatory guidance that could help industry growth..""individual investors must be excited to see the btc price top $100,000 following the news of paul atkins being nominated as sec chair.",0
2024-12-05,"markets knew gensler would be stepping down and there would be someone who is less aggressive on crypto regulations. of course, this doesn't mean btc will rally forever, as there will be moves to take profits..""i think if btc were to rally more from here, other crypto majors should catch up a bit first, such as ethereum. ethereum looks cheap against bitcoin. ripple shot up, but again we saw profit taking at $2.80. altos look choppy. the crypto community is looking for positive headlines to take crypto prices broadly up even higher. the tailwind from the trump trade is starting to weaken as markets have a lot of headlines already priced in."".""bitcoin's surge past the $100,000 mark is not just a milestone; it represents a pivotal moment for the cryptocurrency industry..""the confidence is spurred by an increasingly favourable regulatory environment in the u.s., particularly with the appointment of paul atkins to chair the sec. this is likely to drive further institutional investment in the sector, giving bitcoin more credibility and leading to a new wave of adoption..""looking forward, bitcoin could reach even greater heights as more institutions begin to perceive it as a viable store of value and allocate funds to bitcoin etfs.",0
2024-12-05,"i'd also expect more institutions to rotate into ethereum etfs, which haven't been as popular as the bitcoin ones up until now. "".""at the end of the day, it's just a number...but the reality is we've been able to get to this level because the industry has become institutionalised this year particularly - and that's mostly the etf inflows..""roughly 3% of the total supply of bitcoins that will ever exist have been purchased in 2024 by institutional money."".""after spending the past 12 sessions working off overbought readings and rebuilding energy, the king of crypto has smashed its way above $100k in trading today..""this is likely to be the catalyst for the next wave of momentum buying which takes it towards the next stop of $105k, before $120k in 2025."".""it's a massive milestone for the true believers and possibly evidence of the asset's legitimisation. if we are talking where we go from here, there's reason to believe this thing could keep going. these end of year melt-ups often see bitcoin more than double in value..""given the reduced regulatory risk, the continued appeal of non-fiat assets because of the perception of us fiscal profligacy, and greater geopolitical risks, there are continued tailwinds that could support prices going higher."".justin d'anethan, independent crypto analyst, hong kong:.""bitcoin crossing $100,000 is more than just a milestone; it's a testament to shifting tides in finance, technology, and geopolitics.",0
2024-12-05,"the figure not that long ago dismissed as fantasy, stands as a reality..""institutional adoption is evident, as seen by the increased volume on the cme, etfs (exchange traded funds), and derivatives markets during u.s. hours. essentially, funds now need to either get involved or risk standing on the sidelines while more gutsy competitors potentially outperform."".bobby ong, co-founder, coingecko, kuala lumpur:.""bitcoin reaching the $100,000 milestone marks a significant moment for the cryptocurrency market, reflecting its growing maturity and mainstream adoption..""the psychological importance of $100,000 is also attracting new investors and driving market sentiment. this rally demonstrates bitcoin’s position as a leading financial innovation, solidifying its reputation as a digital store of value and a hedge against traditional economic uncertainties..""it also underscores the growing acceptance of cryptocurrencies as a legitimate asset class."".shane oliver, chief economist & head of investment strategy, amp, sydney:.""as time goes by it's proving itself as part of the financial landscape, slotting in more as a store of value as opposed to a regular asset you can value on the basis of things it produces, like shares..ray attrill, head of fx research, nab, sydney:.""it's the ultimate speculative asset, isn't it..""i wasn't surprised ... it was probably the cleanest 'trump trade'.",0
2024-12-05,"looking ahead, we anticipate broader integration of crypto into retail, professional and institutional holdings and pensions, coupled with a more diverse range of trading services and instruments, mirroring the evolution of traditional finance.""",0
2024-12-05,"gold prices subdued as traders brace for us payrolls data article:.dec 5 (reuters) - gold prices were subdued on thursday as investors remained cautious ahead of u.s. payrolls data that could provide more insights into the federal reserve's monetary policy path..spot gold edged 0.1% lower at $2,648.02 per ounce by 0726 gmt. u.s. gold futures also eased 0.1% to $2,672.90..""as of now, prices have got good support near $2,600. we are bullish on gold due to geopolitical scenarios, de-dollarisation, and central bank buying, and expect prices to test around $3,000 by march 2025,"" said ajay kedia, director at kedia commodities, mumbai..gold is considered a hedge against geopolitical turmoil and inflation, but higher rates reduce the appeal of holding the non-yielding asset..fed chair jerome powell said on wednesday the u.s. economy is stronger than the central bank had expected in september when it began trimming rates and appeared to signal his support for a slower pace of cuts in the future..""there's no sense of urgency"" on cutting rates, san francisco fed bank president mary daly said..traders' attention is likely to shift to the u.s. payrolls report on friday, followed by inflation data for november expected next week. markets currently see a 74% chance of a 25-basis-point rate cut this month, according to the cme group's fedwatch tool..""after outperforming this year, gold prices are likely to take a breather in the short term ...",0
2024-12-05,"economists polled by reuters had forecast private employment increasing by 150,000 positions..powell said the recent performance of the economy will allow the u.s. central bank to be more judicious with the future path of interest rate cuts..investors now await friday's pivotal u.s. payroll report and next week's inflation data for clues on the fed's policy trajectory..gold is seeing a muted reaction today, with a stronger impact expected from the upcoming u.s. nonfarm payrolls and if data points to weakening employment it would support prices, said everett millman, chief market analyst with gainesville coins..u.s. central bankerson tuesday signalled inflation is gradually heading toward the 2% target, hinting at potential interest rate cuts..traders are pricing in a 77% chance of a 25-basis-point cut at the fed's dec. 17-18 meeting. bullion, which does not pay any interest, historically performs well in low-interest rate environments..safe-haven gold was also supported by global geopolitical unrest, includingsouth korea'spolitical turmoil,france'sgovernment facing collapse, relentless russian drone strikes in ukraine andisraelthreatening war with lebanon if its truce with hezbollah collapses..spot silver rose 1% to $31.33 an ounce, platinum lost 1.3% to $940.6 and palladium was up 0.5% at $976.56.",0
2024-12-05,"recent dollar strength is likely to continue, and this will be another headwind for gold demand,"" anz said in a note..""silver prices will struggle to move higher amid consolidating gold prices in the short-term."".spot silver steadied at $31.28 per ounce..elsewhere, perth mint's gold and silver sales nearly doubled in november, compared with the previous month..platinum shed 0.2% to $943.14 and palladium edged 0.1% higher to $978.58.",0
2024-12-05,"brazil's lula recognizes three more indigenous territories article:.sao paulo, dec 4 (reuters) - brazilian president luiz inacio lula da silva officially recognized three more indigenous territories on wednesday, pushing to 13 the number of lands to which he has granted legal protection since his latest term began in early 2023..lula signed the state recognition of the potiguara de monte-mor land, in the northeastern paraiba state, as well as the morro dos cavalos and toldo imbu lands, both in the southern state of santa catarina, a government statement said..the recognition grants the territories legal protection as reservations to be defended against encroachment by illegal loggers, gold miners and cattle ranchers..lulahad signed off ongiving two other territories legal protection in april, while postponing recognition for four more as they still needed to be cleared by people currently occupying them..at the event on wednesday in brasilia, lula said one territory in the northeastern state of alagoas was still expected to be recognized, but that it did not happen at the moment due to some issues, without providing further details..he said officials from the federal and state governments will meet next week to discuss the subject, adding he hopes the recognition could still happen this year..the leftist leader, in his third non-consecutive term, has pledged to legalize as many reservations as possible.",0
2024-12-05,"gold prices tick higher on benign us employment data article:.dec 4 (reuters) - gold edged higher on wednesday after data showed u.s. private payrolls rose at a moderate pace last month, while investors digested remarks from federal reserve chair jerome powell and looked forward to friday's non-farm payrolls report..spot gold was up 0.4% at $2,654.03 an ounce by 02:15 p.m. et (1915 gmt). u.s. gold futures settled 0.3% higher at $2,676.20..""gold bounces as adp disappoints, coming in just short of consensus. market was looking for a bigger bounce a month after the hurricanes and the boeing strike,"" said tai wong, an independent metals trader..private payrolls rose by 146,000 last month, theadpreport showed.",0
2024-12-05,"economists polled by reuters had forecast private employment increasing by 150,000 positions..powell said the recent performance of the economy will allow the u.s. central bank to be more judicious with the future path of interest rate cuts..investors now await friday's pivotal u.s. payroll report and next week's inflation data for clues on the fed's policy trajectory..gold is seeing a muted reaction today, with a stronger impact expected from the upcoming u.s. nonfarm payrolls and if data points to weakening employment it would support prices, said everett millman, chief market analyst with gainesville coins..u.s. central bankerson tuesday signalled inflation is gradually heading toward the 2% target, hinting at potential interest rate cuts..traders are pricing in a 77% chance of a 25-basis-point cut at the fed's dec. 17-18 meeting. bullion, which does not pay any interest, historically performs well in low-interest rate environments..safe-haven gold was also supported by global geopolitical unrest, includingsouth korea'spolitical turmoil,france'sgovernment facing collapse, relentless russian drone strikes in ukraine andisraelthreatening war with lebanon if its truce with hezbollah collapses..spot silver rose 1% to $31.33 an ounce, platinum lost 1.3% to $940.6 and palladium was up 0.5% at $976.56.",0
2024-12-05,"gold prices tick higher on benign us employment data article:.dec 4 (reuters) - gold edged higher on wednesday after data showed u.s. private payrolls rose at a moderate pace last month, while investors digested remarks from federal reserve chair jerome powell and looked forward to friday's non-farm payrolls report..spot gold was up 0.4% at $2,654.03 an ounce by 02:15 p.m. et (1915 gmt). u.s. gold futures settled 0.3% higher at $2,676.20..""gold bounces as adp disappoints, coming in just short of consensus. market was looking for a bigger bounce a month after the hurricanes and the boeing strike,"" said tai wong, an independent metals trader..private payrolls rose by 146,000 last month, theadpreport showed.",0
2024-12-05,"ugandan shilling firms on charity and commodity fx inflows article:.kampala, dec 5 (reuters) - the ugandan shilling firmed on thursday, boosted by inflows of hard currency from charities and exporters of commodities like coffee and gold, traders said..at 0728 gmt, commercial banks quoted the shilling at 3,666/3,676, compared to wednesday's close of 3,673/3,683.",1
2024-12-06,"south korea would injectunlimited cashinto markets as needed, the finance ministry said, which pulled the won back from lows last seen in 2009 during the global financial crisis..""it was bok governor rhee chang-yong's idea to put this message out quickly,"" one government official told reuters, on the condition of anonymity. ""rhee said it was really important to pre-emptively act, as the news should be a bigger shock to foreign investors than for local people."".in the four decades since south korea was last under martial law, the nation has weathered several crises and significantly evolved its systems to eschew the strongman politics of the past and focus instead on ensuring economic stability..lessons from the 1998 asian financial crisis formed the basis for the playbook. that episode ran deepest for south korea, a country hugely exposed then to short-term debt and a playground for foreign speculators, forcing it into what many koreans saw as a humiliating rescue package from the international monetary fund. citizens donated their gold to a depleted national coffer..""we have had many crises.",0
2024-12-06,"in south korea's crisis playbook, currency stability is paramount article:.seoul, dec 6 (reuters) - minutes after south korean president yoon suk yeol declared martial law on tuesday night, plunging the country into its worstcrisisin decades, his stunned finance minister knew his priorities: throw everything at defending the currency..by around 11 p.m., choi sang-mok, who was among the majority of cabinet memberswho opposed martial law, had set up an emergency meeting at the seoul bankers club, an unofficial meeting place for top policymakers from the central bank, finance ministry and banking and markets regulators..as soldiers stormed the nation's parliament, korea's top four financial authorities, known as f4, activated an emergency playbook that had been used during past crises, scrambling to head off a crippling selloff in the won before asian markets awoke..choi led discussions between the authorities, three people familiar with the meeting told reuters, with the bank of korea responsible for efforts to stabilise the currency..the first announcement came swiftly.",0
2024-12-06,"cash draws biggest weekly inflow since march 2023, bofa says article:.london, dec 6 (reuters) - investors ploughed $136.4 billion into cash in the week to wednesday, the biggest weekly inflow since march 2023, when markets were rattled by a regional banking crisis, according to a report from bank of america on friday..they also snapped up $8.2 billion of stocks and $4.9 billion of bonds, but sold $0.4 billion of gold, bank of america said, citing data from epfr..crypto got a $3 billion injection, and clocked its largest four-week inflow ever, at $11 billion..buying of u.s. equities continued for the ninth consecutive week, with inflows into small caps specifically ballooning to a record high, the bank said.",0
2024-12-06,"wedding season is going on, but lots of buyers seem to be holding off, waiting for prices to drop,"" said a new delhi-based jeweller..weddings are a major driver of gold purchases in india..meanwhile, chinese consumers remained cautiously pessimistic toward gold, said hugo pascal, a precious metals trader at inproved, adding that he does not see an increase in demand ""as december tends to be a sluggish month, while volume starts to pick up in january."".dealers in china were offering discounts of between $11-$15 per ounce on international spot gold prices, compared with last week's $19-$21 discount. ..""this indicates ample supply and potentially weaker domestic demand. the high valuation of gold in renminbi may also be contributing to this trend,"" said bernard sin, regional director of greater china at mks pamp..traders in singapore sold gold at $1.20-$2.25 premiums, while in hong kong, gold was sold at $1.40-$2.50 premiums. ..in japan, gold prices were flat against local london prices, a trader said.",0
2024-12-06,"it had hit a record low of 84.7575 during this week..the forex reserves also include india's reserve tranche position in the international monetary fund..foreign exchange reserves (in million u.s. dollars).---------------------------------------------------------.nov 29 nov 22.2024 2024.---------------------------------------------------------.foreign currency assets 568,852 566,791.gold 66,979 67,573.sdrs 18,007 17,985.reserve tranche position 4,254 4,232.----------------------------------------------------------.total 658,091 656,582.----------------------------------------------------------.source text: (https://www.rbi.org.in/scripts/bs_pressreleasedisplay.aspx, opens new tab)",0
