date,text,label
2012-03-01,after-close gold inches higher after fed minutes,0
2018-08-13,state bank of india announces launch of revamped gold deposit scheme,1
2016-02-03,gold turns slightly lower after better-than-expected adp report,2
2016-11-18,"gold futures fall more than 1% for the week, down a second week in a row",2
2004-05-02,gold futures dull; mining shares edge up,2
2010-08-29,"gold prices set to touch rs 20,000 per 10 gram by diwali",0
2013-06-06,gold gives up gains as ecb's draghi speaks,0
2010-09-24,"december gold rises to intraday high of $1,300/oz",0
2013-05-02,gold futures finish lower after two-session rise,2
2012-12-14,"gold recovers modestly, silver slips",0
2010-08-19,"gold ends 0.3% higher at $1,235.40 an ounce",0
2016-07-04,gold futures gain 0.54% on global cues,0
2015-10-15,"gold futures turn higher year to date, up 0.3%",0
2017-06-20,gold settles at five-week low as fed comments feed interest-rate hike expectations,2
2018-09-27,denver gold forum : where does gold go from here?,1
2018-10-10,gold holds in narrow range as dollar takes breather,1
2017-11-17,"profit-booking pulls gold futures down to rs 29,560",2
2013-04-16,"manappuram, muthoot crash 8-10% on falling gold prices",2
2017-11-15,gold imports fall 16% in october,2
2018-07-20,gold slips for 6th straight session,2
2006-09-27,newmont mining sees temporary decline in equity gold sales,1
2005-01-25,barrick gold sees 2005 gold production 5.4m-5.5m,1
2012-09-25,"imf: turkey, russia, korea boosted gold reserves",1
2014-05-15,"gold, silver lower ahead of u.s. jobless claims, cpi data",2
2010-11-11,"gold recaptures $1,400 mark, silver rises 2%",0
2001-02-11,gold sees steady trading session,1
2007-03-16,gold futures close at a more than 1-week high,0
2017-09-10,"gold prices gain in asia on demand from india, china",0
2017-12-01,"gold rings up fresh 7-week high, but loses grip on $1,200 level",0
2016-12-15,"gold maintains brutal losses after economic data, off 2.9% at $1,130.40/oz.",2
2016-08-17,"dec. gold trades at $1,346.20/oz, down from $1,348.80 settlement",2
2016-01-21,banks to sell gold coins minted by mmtc,1
2008-12-20,"gold prices decline further, silver recovers",2
2014-01-07,gold remains near 14-week high after disappointing ism report,0
2018-08-29,gold prices to trade higher today: angel commodities,0
2017-09-14,"gold futures down 0.13% on weak global cues, profit-booking",2
2014-07-23,"gold edges higher as traders monitor gaza, ukraine conflicts",0
2018-06-11,"mining bitcoin is 3 times more expensive than mining gold, research paper finds",1
2017-10-19,"dec. gold climbs $7, or 0.6%, to settle at $1,290/oz",0
2009-07-27,gold futures up $3.00 at $956.10 an ounce,0
2015-01-22,"gold slips from &#36;1,300 on profit-taking ahead of ecb",2
2014-06-23,"gold gains as iraq violence continues, u.s. data weigh",0
2015-03-08,gold takes cues from stronger dollar to finish lower,2
2014-01-05,"gold, silver extend losses on fed taper outlook",2
2016-07-20,"gold futures edge down to rs 31,446",2
2004-04-23,"gold prices rise, but end lower for the week",2
2016-10-28,"gold steady on subdued stocks, set for second weekly gain",1
2017-07-02,gold futures log highest finish since nov. 10,0
2016-10-11,gold prices down a fourth-straight session,2
2010-06-18,gold soars to fresh closing record,0
2011-01-28,gold soars as egypt protests prompt safety buying,0
2017-11-28,northern ireland : gold firm submits plans for its '$1bn' county tyrone mine,1
2017-08-28,gold climbs to 1-week high after yellen's speech,0
2006-06-28,"gold drops as traders await fed, dollar rises",2
2018-12-10,why gold stocks were on fire today,1
2018-11-29,charts : gold - bearish pattern appears - time for cut & reverse strategy!,2
2018-04-19,uae vendors hope for tax relief on gold following drop in sales,1
2017-11-01,gold prices trade solidly higher as u.s. dollar index marks session lows,0
2014-07-15,gold prices fall in asia on downbeat reaction to yellen remark,2
2016-08-11,world gold council: india demand down 28% in q3 on high prices,1
2012-11-09,gold ends higher as investors hope for stimulus,0
2013-07-08,rsbl new gold contract targets exporters,1
2017-10-26,gold rate per gram: check out current gold price per gram,1
2016-11-18,gold futures suffer a weekly loss of 1.3%,2
2009-07-22,spot gold down 20 cents at $950.90/barrel,2
2017-08-15,gold prices log biggest one-session drop since july 7,2
2012-05-29,gold futures turn lower in late morning trading,2
2006-01-17,amex gold bugs index ends lower at 308.37 after 315.4 high,2
2010-11-22,gold bulls and bears debate outlook,1
2016-01-25,"gold prices rebound on global cues to rs 26,445",0
2008-11-20,gold rises on safe-haven buying as global stocks slump,0
2015-07-23,"gold bounces back above $1,100/oz",0
2007-09-17,"gold peaks above $728, ends at 16-month high",0
2013-03-22,customs seize 174 kg gold during apr-feb: p chidambaram,1
2017-05-04,gold extends early losses after adp employment report,2
2015-04-27,"gold struggles below $1,200 on strong equities; fed meet eyed",1
2009-06-19,"gold falls on weak global cues, silver declines by rs 200",2
2017-01-11,gold prices rise from comex settlement after fed statement,0
2011-01-07,google's chrome strikes market share gold,1
2017-03-17,gold heads for first weekly gain in three as fed signal hurts dollar,0
2018-02-04,"gold jumps to rs 31,460 on global cues, spot demand",0
2007-12-04,"gold rises on weaker dollar, inflation concerns",0
2017-12-11,next subscription for sovereign gold bonds to begin from nov 13,1
2017-09-05,gold futures mark lowest finish since mid-march,2
2014-04-29,gold dips as market braces for fed's policy statement,2
2010-04-23,"gold futures down $3.40 at $1,139.50 an ounce",2
2018-10-29,cftc : money managers left gold shorts at a record pace,1
2017-02-15,"gold off $3.30, or 0.3%, at $1,222.20/oz., was trading flat ahead of data",2
2017-04-17,gold gains 3% in 4 sessions as global tensions drive 'haven' demand,0
2010-10-14,high gold prices fail to deter buyers ahead of festive season,0
2005-10-10,"dec gold closes at $478/oz, up 30c after $479.60 high",0
2005-07-11,philadelphia gold/silver index up 0.4% to end at 106.24,0
2017-03-03,"gold ends with a loss, prices suffer weekly drop of 2.5%",2
2012-09-07,"silver gains rs 350 on global cues, gold ends flat",0
2004-07-30,gold futures climb on weak gdp,0
2014-05-03,gold falls 1% as ukraine tensions ease,2
2014-03-24,is it time to give up on gold?,1
2017-09-11,gold nudges up as dollar eases; palladium holds near multi-year peaks,0
2017-06-10,"gold prices edge higher for the session, but end the week lower",2
2003-10-16,"gold market climbs after economic, financial data",0
2003-09-15,gold marks four-session losing streak,2
2011-08-29,"at what levels does dani comm suggest a buy on gold, crude?",1
2012-01-10,gold falls for second straight day on signs of global slowdown,2
2018-05-25,ray dalio said last year gold was good protection because of trump and north korea 'playing chicken',1
2017-09-13,"gold little changed amid firmer equities, weaker dollar",1
2008-01-04,"gold futures drop sharply, as dollar gains",2
2010-05-15,gold vs silver ratio,1
2017-01-08,gold dips on profit-taking after touching 7-week high,0
2017-05-09,"gold edges up, hovers near 1-year high on haven demand",0
2014-10-30,"gold, silver futures down sharply after end of fed qe",2
2016-07-15,"gold futures fall to rs 31,330 on weak global cues",2
2004-12-15,feb gold up $5.10 at $442.40/oz in midday trade,0
2017-09-27,"december gold down 1% at $1,289.40/oz.",2
2016-08-30,gold futures soften on weak global cues,2
2013-04-22,gold takes a breather; can test usd 1522/ounce: sharekhan,0
2014-07-03,mcx gold june contract firms up,0
2011-12-23,"gold futures up on global cues, spot demand",0
2017-07-03,gold futures mark lowest settlement since feb. 1,2
2016-08-12,new rules for gold investing may open the market to 1.6 billion muslims,1
2008-02-26,gold futures rebound as dollar drops,2
2017-01-09,"gold edges lower, but n.korea worries lend support",2
2007-07-07,"gold tumbles to 9-month low at rs 8,520",2
2017-03-23,"april gold down $2.50, or 0.2%, to settle at $1,247.20/oz",2
2011-11-21,gold may trade with negative bias: angel commodities,2
2018-06-02,world gold council : global gold demand dips 7% but jewellery demand up,1
2006-05-07,web music companies seeks gold in oldies,1
2017-01-31,gold to trade in 28249-28697 range: achiievers equities,1
2013-08-07,gold correction may be mostly done: deutsche bank,1
2017-11-22,"dec. gold climbs $10.50, or 0.8%, to $1,292.20/oz ahead of settlement",0
2017-05-07,"august gold trades at $1,222.30/oz, after $1,221.70 settlement before fed minutes",2
2017-01-02,gold futures edge up in electronic trade as fed offers few clues on next move,0
2011-01-12,gold may test rs 29500 on higher end: nirmal bang,0
2017-09-21,"december gold trades 1.9% lower at $1,292.50/oz., on track for worst daily loss since july 3",2
2018-08-21,gold at 1-week high as trump remarks on fed weigh on dollar,0
2008-06-24,gold futures close higher as the dollar weakens,0
2017-02-13,"april gold falls $10.10, or 0.8%, to settle at $1,225.80/oz",2
2016-03-10,"dec. gold falls $4.40, or 0.3%, to settle at $1,312.70/oz",2
2010-07-04,"gold climbs to highest since jan, ignoring dollar",0
2015-08-26,"dec. gold settles at $1,124.60/oz on comex, down $13.70, or 1.2%",2
2008-05-14,"gold futures close lower, lose over $19 in three days",2
2018-10-01,inflation expectations play on gold in 2018,1
2017-01-09,gold prices move 2.5% higher for the week,0
2013-04-25,gold futures logs biggest one-day gain of the year,0
2016-09-15,"gold futures up at rs rs 31,220 per 10 gm",0
2011-10-14,india gold edges higher but strong rupee limits upside,0
2008-11-12,gold futures up $14.60 at $823.40 an ounce,0
2016-09-13,"gold gives up gains, extends losing streak to a fifth session",0
2012-06-09,"gold at 6-mth high ahead of ecb meeting, u.s. payrolls",0
2017-06-10,"dec. gold down $1.40, or 0.1%, to $1,271.80/oz",2
,wold bank chief supports uk proposal on imf gold,1
2013-12-08,gold & silver imports dip 34% to $2.9 billion in july,1
2014-07-23,"gold falls as stocks rise on u.s. data, earnings",2
2014-06-19,"if gold dips to $1270-71/oz, buy",2
2015-08-10,gold falls in asia as fed minutes signal steady rates for now,2
2017-08-16,"gold slips on rising risk appetite, silver plunges over 1%",2
2010-01-07,gold contracts set record open interest: cme,1
2011-08-17,india gold extends gains to near peak; buying absent,0
2016-08-16,gold extends gains after u.s. inflation data disappoints,0
2012-01-10,"gold, silver fall on reduced offtake, global cues",2
2016-02-16,why gold has utterly failed as a 'safe haven',1
2017-06-16,gold steadies after rate hike sell-off,1
2017-10-04,"june gold falls $3.40, or 0.3%, to settle at $1,253.90/oz",2
2017-10-17,"december gold down 1.2% at $1,287/oz.",2
2009-10-22,"gold futures down $10.00 at $1,054.50 an ounce",2
2017-07-24,"gold settles a few cents lower, ends six-session streak of gains",2
2016-09-30,gold futures trade nearly flat for the quarter,1
2013-03-18,"gold climbs on global cues, silver recovers",0
2017-01-02,gold futures settle lower ahead of fed announcement,2
2017-06-16,"gold import rebounds, again",0
2017-03-04,gold settles modestly higher as stocks stage retreat,0
2017-05-07,gold futures prices settle higher ahead of fomc minutes,0
2014-07-22,"gold edges lower with gaza, ukraine worries in focus",2
2017-12-21,"gold hovers near 2-week high amid steady dollar, weaker stocks",0
2017-10-13,gold extends rally ahead of us data; eyes 1st weekly gain in five,0
2004-09-11,"dec gold closes at $436.20/oz, up $2.80 for the day",0
2004-11-02,gold prices end near $411 an ounce,1
2018-09-17,zimbabwe : us$100 million gold centres on cards,1
2006-04-20,newmont mining sees '06 gold sales 7.7m to 7.9m ounces,1
2012-06-02,mcx gold february contract trading lower,2
2011-11-29,mcx gold dec contract slips marginally,2
2016-03-11,"gold futures mark first fall in 3 sessions, but hold above $1,300 level",2
2016-11-11,"gold futures suffer a weekly loss of more than 6%, largest since 2013",2
2017-01-02,gold tilts slightly lower after adp's private-employment report,2
2010-08-27,"gold, silver lose some steam but settle higher",0
2016-09-29,"december gold off 0.2% at $1,320.60/oz.",2
2017-03-31,"gold for june delivery settles $3.20, or 0.3%, higher at $1,251.20/oz.",0
2013-01-28,gold languishes near 2-week low as eco recovery hopes weigh,2
2017-07-16,these 3 charts show hedge funds losing faith in gold,1
2017-11-23,geopolitical risk highest 'in four decades' - gold demand in germany and globally to remain robust,0
2016-09-08,"december gold gains $5.40, or 0.4%, to settle at $1,346.70/oz.",0
2004-07-28,"spot gold quoted at $389.10, up 60 cents from new york",0
2017-01-09,gold futures up after friday jobs report,0
2002-05-22,how high can gold go?,0
2010-10-19,"gold settles 2.6% lower, worst drop in three months",2
2011-11-19,"gold, silver rebound on low-level buying; firm global cues",0
2018-06-14,"india gold discounts widest in nine months, activity muted elsewhere",1
2017-12-13,gold prices steady as sluggish inflation persists,1
,dec gold climbs $3.10 to $453.10/oz in afternoon dealings,0
2011-02-09,"gold not done yet, expert says sept to bring all-time high",0
2017-07-27,"august gold rises 1.1% at $1,263.30/oz.",0
2015-04-02,mcx goldm march contract gains,0
2016-07-22,acacia profit jumps on gold boost; lifts dividend,0
2011-08-24,"gold settles 5.6% lower at $1,757.30 an ounce",2
2018-05-12,charts : gold breaks the 200 sma but faces further resistance above,1
2005-10-11,spot gold quoted at $465.10 in asia trade,0
2017-02-16,gold trades higher on soft dollar; likely to remain volatile in near term,0
2015-03-08,"gold down slightly in early asia as investors eye china, fed",2
2014-03-02,mark mobius loves diamonds but not gold,1
2007-06-09,gold futures climb past $700 an ounce,0
2009-09-30,"gold lags equities, still long-term favourite",1
2018-06-07,incrementum ag : now is the time to buy gold as negative sentiment is exhausted,1
2016-07-28,gold holds overnight gains as fed keeps interest rates steady,1
2016-04-07,"gold eases off near 2-year high, silver crosses $21/oz",0
2012-09-03,"gold settles 0.8% higher at $1,711.50 an ounce",0
2006-08-08,gold kist q3 loss 14c vs. profit 87c,2
2017-11-27,"gold rises to rs 30,550 on firm global cues, jewellers' buying",0
2016-11-22,gold prices extend rebound to a second-straight session,0
2016-07-04,gold up on fed caution over rates; higher equities cap gains,0
2015-02-02,gold prices mostly steady in asia with chinese new year demand eyed,1
2006-06-02,"april gold trades near session's high, up $5.40 at $577/oz",0
2010-04-10,most gold bugs confident,1
2017-09-26,"gold falls below $1,300 an ounce ahead of comex settlement",2
2007-01-29,"feb. gold up $2.80 at $647.50/oz, recovers from $640.80 low",0
2016-09-13,gold futures finish lower for a fifth straight session,2
2011-06-04,asian shares mostly higher; gold mining plays rally,0
2018-03-12,"gold rate today: gold, silver up in morning trade",0
2014-11-12,gold prices rebound slightly in asia on physical demand prospects,0
2017-02-27,gold prices eke out 3rd gain in a row,0
2006-08-03,front-month gold futures down $9.20 at $545.30/ounce,2
2012-02-28,gold inches up on weak dollar with eyes on ecb,0
2014-10-14,"gold prices ease in asia as dollar mostly steady, holiday demand eyed",1
2004-03-23,gold prices end higher for seventh session,0
2016-11-08,"gold finishes lower as stocks rally, dollar strengthens",2
2014-11-20,"gold futures maintain losses after u.s. cpi, jobless claims data",2
2011-10-10,"can make money on gold at these levels also: kishore narne, anand rathi commodities",1
2006-06-14,august gold up $2.20 at $569/oz in afternoon dealings,0
2013-09-27,e-series investors can redeem gold,1
2007-07-20,august gold last up $3.90 to $682/oz in morning trading,0
2011-03-30,gold ends losing streak as price dip lures buyers,2
2012-02-13,gold breaks on cue - is rebound coming?,1
2018-06-13,"august gold trades at $1,304/oz, after $1,301.30 comex settlement",0
2014-04-15,gold prices continue gains in asia from overnight,0
2004-03-18,"spot gold bid at $407.10 an ounce, up 60c - kitco",0
2012-07-16,post offices offer discount on gold coins sale,1
2014-01-17,comex gold adds to gains after sentiment data,0
2013-01-03,gold still holds sway in household savings,1
2007-08-16,gold and other metals end with sharp losses,2
2014-04-16,"mcx-gold (<u+20b9>28,500): buy",1
2004-07-27,berma gold gets $60m bridge loan for kupol development,1
2006-04-05,"june gold up $8, or 1.2%, to close at $676.50/oz",0
2015-01-13,gold climbs to 12-week high,0
2017-10-13,"gold rises after u.s. inflation, retail sales data",0
2011-05-05,"hold on to that gold, it could glitter for some more time",1
2008-08-07,august gold ends down $5.50 to $923.30 an ounce on nymex,2
2011-11-16,"gold closes 0.4% lower at $1,774.30 an ounce",2
2018-08-13,"gold to break 1200 finally, head towards 1172 fibonacci level",0
2016-12-09,"gold futures down at rs 31,280 on weak global cues",2
2016-08-08,gold futures marks lowest settlement since july 28,2
,"spot gold quoted at $404.50, down 40c from new york",2
2018-03-09,super bullish gold and silver setup does not bode well for the dollar...,0
2012-06-25,gold prices: mcx goldm july contract slips,2
2017-09-27,gold marks fresh september low as dollar gains,2
2014-05-29,gold drops to 4-month low ahead of u.s. gdp report,2
2016-01-20,"gold edges up as stocks retreat, oil struggles",0
2011-03-08,forward gold sales suggest fears prices may fall,2
2015-09-20,gold / silver / copper futures - weekly outlook: september 21 - 25,1
2013-07-23,"reducing import of gold not a solution to high cad: dk joshi, crisil",1
2014-07-05,gold slips as ukraine crisis abates on soothing putin comments,2
2016-10-31,gold sheds 3% for october but still underpinned by election jitters,2
2012-09-24,"gold, silver extend losses on global cues",2
2011-10-25,dhanteras has a silver lining: high cost of gold makes silver people's favourite this year,0
2018-09-24,gold edges lower as dollar holds firm,2
2017-06-07,"august gold up 0.3% at $1,224.90/oz.",0
2009-10-21,"gold futures down $2.80 at $1,055.80 an ounce",2
2005-01-14,gold etf continues to shine,1
2011-05-18,"gold, silver rally on renewed fears of inflation",0
2017-04-24,"gold, silver slip over 0.50%, prices to stay range bound",2
2010-05-17,gold bugs rampant,1
2017-01-03,gold to trade in 29422-29722 range: achiievers equities,1
2019-04-01,free : interactive gold charts here ...,1
2006-06-06,gold futures fall as much as $17 in morning trading,2
2017-09-22,"gold ends slightly higher north korea threat, but posts weekly decline",0
2014-12-05,gold prices gain in asia with support from ukraine tensions,0
2017-10-18,gold prices settle lower ahead of fed beige book release,2
2008-07-07,august gold down $12.10 to $921.50 an ounce on nymex,2
2016-08-26,gold futures settle with a loss of 1.5% for the week,2
2011-11-08,trend shifts coming for stocks and gold?,1
2017-06-15,"august gold off 1.6% at $1,255.60/oz.",2
2018-05-31,"gold slips to rs 32,000; silver reclaims rs 41k-mark",2
2004-07-12,"amex gold bugs index ends at 2-mo low of 218.6, down 3%",2
2016-08-24,gold futures settle at lowest level since late july,2
2018-11-19,gold steady as fed caution on global economy pressures dollar,1
2013-03-13,soros gold sale signals end to bull run,1
2018-04-20,"gold slips as us rate rise hopes, easing global tensions weigh",2
2017-06-28,"hecla mining estimates q2 gold price $1,235/oz-$1,265/oz; gold futures up 0.2% at $1,249.60/oz",0
2015-06-23,gold prices edge higher in asia as market eyes greece debt talks,0
2017-10-20,"gold futures drop $4.90, or 0.4%, to $1,285.10 an ounce",2
2016-09-12,"gold trades $6.40, or 0.6%, lower at $1,166/oz. after consumer-sentiment survey",2
2017-07-26,gold settles lower for a third session ahead of the fed policy update,2
2007-04-19,gold etfs get lukewarm response,1
2017-12-28,gold may lose its sheen in 2018; here's why,2
2013-01-24,"trading strategies for gold, natural gas, nickel by experts",1
2012-09-16,investors in gold equity funds miss yellow metal rally,1
2012-11-30,"gold tumbles on weak futures trend, firm rupee",2
2005-09-27,amex gold bugs index falls 2.2% to close at 237.49,2
2018-06-08,gold extends rally as dollar steadies,0
2017-09-13,gold prices finish lower for a third session in a row,2
2003-05-30,"gold futures, metals indexes fall back",2
2017-05-15,gold adds to early gain after empire state,0
2015-09-06,"aug. gold up $4, or 0.3%, to settle at $1,177.60/oz on comex",0
,gold and bonds agree,1
2007-01-17,gold futures edge higher in early dealings,0
2017-05-16,gold holds ground at two-week high,0
2017-02-16,gold notches highest finish in more than 3 months,0
2017-09-22,"gold, silver gain amid north korea concerns",0
2018-04-27,blockchain & the gold standard for a conflict-free supply chain,1
2016-02-23,gold rises 1% on renewed safe-haven buying,0
2016-07-22,"gold rises to rs 30,770; silver reclaims rs 46,000 mark",0
2018-03-28,"bullionvault : 'politics driving' gold spike but 'glass half full' stock rebound sinks price $15, gld shrinks",2
2017-11-24,russian cenbank official: gold holdings support national security,1
2018-09-23,higher msp to drive 25% surge in gold demand: report,1
2013-04-24,"june gold ends at $1,423.70/oz, up $14.90, or 1.1%",0
2006-08-31,goldcorp offers $8.6 billion in stock for glamis gold,1
2006-07-17,gold closes lower as dollar rises,2
2011-08-17,"gold futures down $4.90 at $1,788.70 an ounce",2
2017-08-20,gold / silver / copper futures - weekly outlook: august 21 - 25,1
2010-09-03,gold extends slide to close lower a second day,2
2018-04-18,"akshaya tritiya 2018: there are golden opportunities beyond just gold, say experts",1
2018-09-20,gold prices edge up as easing trade concerns hurt dollar,0
2013-08-05,"gold continues to slide on weak demand, silver gains",2
2018-01-05,mitsubishi : rising inflation could impact gold investors two different ways,1
2012-10-09,gold rates gain in major metros in india,0
2017-01-27,gold pares loss after gdp reading,2
2016-10-25,gold edges up on steady demand; fed rate hike speculation weighs,0
2017-06-30,"august gold settles at $1,242.30/oz, down $3.50, or 0.3%, for the session",2
2009-03-11,"gold futures add to gains, up $6.30 at $1,060.3/oz",0
2012-12-12,"gold futures settle higher, under $1,720",0
2011-01-07,"silver falls to rs 51850 on heavy sell-off, gold down by rs 270",2
2010-07-01,"u.s. stocks not looking for synergy with gold, other assets",1
2018-11-13,dollar : surging dollar and sinking gold weighing on investors' minds,2
2017-01-18,gold prices could soar if donald trump says any one of these five things,0
2011-09-11,"gold futures hit fresh peak of rs 29,186 on global cues",0
2018-09-03,gold dips on firm dollar amid hopes for easing u.s.-n.korea tensions,2
2012-02-12,bright side to india's gold fetish,1
2018-08-21,"gold settles at 1-week high of $1,200 as trump comments hurt the dollar",0
2016-06-07,gold soars to highest since march 2014 amid flight to safety,0
2017-11-13,gold ends higher as global stock markets pull back,0
2007-03-01,feb. gold retreats from a one-month high as dollar gains,0
2018-10-05,iran's gold demand set for spurt before trump sanctions bite,0
2007-11-06,august gold ends up $8.70 at $659.0 an ounce on nymex,0
2011-01-14,"gold could hit record highs above $1,600: gfms",0
2018-10-04,"more upside seen in gold prices, every dip could be opportunity to go long in silver",0
2012-10-30,festive offer: post offices in delhi to give 7% discount on gold coins,1
2017-11-15,"gold holds gain after economic reports on sales, inflation",0
2015-01-21,mcx goldpetal february contract gains,0
2012-02-23,gold gains $15 to end at three-month high,0
2017-05-09,gold hovers near 1-year high on safe haven demand,1
2018-05-15,degussa market report : mr buffett on gold - viewed differently,1
2018-11-04,"gold hits one-week high on dollar weakness, geopolitical tensions",0
2000-08-24,"gold prices, company shares gain",0
2016-09-23,gold prices turn lower amid profit-taking,2
2018-08-12,"gold climbs by rs 250, silver firms up",0
2018-11-10,gold climbs rs 130 on festive demand,0
2012-10-31,"buy gold, silver & crude: emkay commodities",1
2005-12-10,gold at fresh 18-year high on inflation worries,0
2011-09-23,gold off over $30 as commodities pressure builds,2
2018-06-08,rising gold dore imports to india to dent bank's market share,1
2016-02-06,"june gold slips $2.10, or 0.2%, to settle at $1,209.80/oz",2
2017-06-20,"august gold down $3.20, or 0.3%, to settle at $1,243.50/oz",2
2018-09-28,gold is doing something it hasn't done in nearly 30 years,1
2015-05-13,gold settles at highest level in more than 5 weeks,0
2012-05-06,"gold slips from record highs on weak demand, global cues",2
2013-08-16,"time to look at gold, silver, miners and etfs?",1
2017-01-17,gold futures mark highest finish in about 2 months,0
2017-11-13,"dec. gold settles at $1,278.90/oz, up $4.70, or 0.4%",0
2018-05-14,"gold softens to rs 32,285; silver down by rs 100 per kg",2
2017-04-08,gold prices to trade lower: angel commodities,2
2007-11-30,gold futures end lower; lose over $42 on the week,2
2018-09-27,"commodity outlook: gold shrugs off us rate hike, eyes rs 30,700",2
2008-05-16,gold futures close near $900 as oil prices surge,0
2005-09-12,feb gold climbs $8.90 to $531.60/oz after $534.30 high,0
2017-09-22,"gold gains amid n. korea tensions, but heads for 2nd weekly decline",0
2018-10-15,"gold rebounds to rs 32,250 on global cues, festive season buying",0
2015-12-10,gold futures rally to 7-week high on delayed fed rate hike outlook,0
2012-07-09,sell oct gold contract near rs 31480/10 gms: angel broking,1
2016-08-12,gold ends lower as dollar rallies after ecb decision,2
2013-05-04,gold rates trading firm in major metros in india,0
2014-08-14,gold demand in india falls 39% to 204 tonnes in june quarter: wgc,1
2010-07-30,gold rises on day but notches worst month since december,0
2014-04-22,"gold prices recover from 3-week lows, gains checked",0
2005-01-12,gold's front-month contract tap $500 for 1st time since 1987,1
2014-06-06,"gold futures hold steady, eyes on u.s. data",1
2011-03-08,"stocks slide on borrowing cost fears, gold jumps",0
2016-05-18,"gold extends losses; silver dips below rs 41,000-mark",2
2014-03-11,"gold dips on firming u.s. factory data, boj stimulus",2
2017-12-01,"gold hits over 1-month high of rs 29,250",0
2011-07-08,gold benefits; other commodities and equity markets collapse,0
2012-01-17,key themes in gold supply and demand in 2011,1
,"gold futures continue lower, but off the session's low",2
2017-10-24,gold falls to lowest settlement in more than 2 weeks,2
,gold futures move up after earlier weakness,0
2016-12-18,gold / silver / copper futures - weekly outlook: december 19 - 23,1
2007-05-04,"gold edges lower, but holds above $670",2
2014-06-23,"gold down modestly, but holds above $1,300 on iraq turmoil",2
2013-10-22,p chidambaram rules out lifting ban on import of gold coins,1
2016-12-12,yamana gold upgraded to outperform from sector perform at rbc capital,1
2006-05-30,"philadelphia gold/silver index closes at 140.44, down 1.5%",2
2004-03-22,"spot gold bid at $414.20 an ounce, up $2.10 - kitco",0
2017-11-22,"gold gets a boost from weaker dollar, holds gains after fed minutes",0
2011-02-08,miners end south africa gold strike with wage deal,1
2011-04-08,randgold q2 gold production up 97% vs. year-ago,1
2017-08-18,"gold fails to hold above key $1,300 level, posts daily, weekly losses",2
2016-08-26,"gold, oil futures waver on hawkish yellen remarks",1
2017-06-29,gold prices end lower after back-to-back gains,2
2018-11-23,ig / sharps pixley : what is the future of gold?,1
,"dollar decline lifts gold futures, shares",0
2012-06-12,bnp paribas trims 2013 gold forecast,1
,platinum may outshine gold by year-end,1
2015-04-20,gold no longer holds glitter for investors,2
2017-06-22,gold holds firm gain after solid jobless-claims report,0
2018-08-29,venezuela to offer gold ingot certificates as inflation skyrockets,1
2013-12-04,"gold dips on stronger dollar, growth outlook",2
2017-01-07,"agrm expresses concern at 'huge pricing disadvantage' faced by gold refineries, bullion importing banks",1
2012-05-31,"gold set for worst may in 30 years, markets edge up",2
2011-10-24,gold rates: prices in major cities in india,1
2015-12-10,gold logs highest close in 3 months,0
2017-08-05,"gold, silver rise as euro gained after macron win in france",0
2013-07-22,80% dip in gold imports linked to rampant smuggling,1
2017-09-08,gold holds sharp gain after data,0
2017-03-01,gold futures settle at a nearly three-week high,0
2016-11-11,"gold futures fall to rs 29,779 per 10 gm",2
2016-07-14,gold edges lower ahead of bank of england rate decision,2
2016-09-30,gold futures mark first quarterly loss of the year,2
2017-08-18,"gold lower ahead of comex settlement, reversing from earlier gains",2
2017-03-05,"june gold down 0.2% at $1,254/oz.",2
2005-08-31,gold futures rally on weaker dollar,0
2007-06-25,gold futures fall to near a two-week low,2
2004-10-25,"cboe gold index taps high of 96.14, highest since 1997",0
2017-02-22,"gold jumps 0.3% from settlement price after fed minutes to $1,237.40 an ounce",0
2015-08-10,mcx goldpetal november contract slips,2
2007-04-27,june gold up $1.70 at $679.70/oz in last half hr of ny trade,0
2013-07-06,gold futures weaken on profit-booking,2
2017-01-19,"gold logs biggest one-day loss of the month, but holds above $1,200",2
2008-04-22,"gold eases, silver slumps",2
2017-10-08,"gold, silver up on safe-haven demand",0
2017-03-04,gold logs second straight gain as u.s. ism data disappoint,0
2017-03-14,"april gold settles at $1,202.60/oz, down 50 cents, or less than 0.1%",2
2015-09-01,gold shines ahead of us jobs data; poised for weekly gain,0
2011-06-07,gold futures close at a two-week high,0
2011-06-27,"gold futures fall on global cues, poor demand",2
2016-06-09,gold holds steady as sept fed rate hike views cool; equities rise,0
,"dec. gold down $4.70, or 0.4%, at $1,325.70/oz",2
2016-09-11,spdr gold trust surges 2.2% in premarket trade,0
2012-12-10,"dec. gold down on profit taking, posts weekly loss",2
2017-09-21,gold futures slide rs 265 on weak global cues,2
2016-02-19,"gold firm above &#36;1,200 as lower equities stoke safe-haven bids",2
2017-10-17,"gold futures down rs 124 on profit booking, global cues",2
2017-02-10,"gold drops to lowest in nearly 7 weeks; stronger dollar, equities drag",2
2012-04-01,buy crude on dips; gold may sell-off: aditya birla money,1
2009-04-27,"june gold ends down $5.90, or 0.6%, at $908.20",2
2015-01-15,"gold extends gains, up $23.30 to $1,258.70, as dollar sinks on swiss move",0
2017-10-28,"gold gains on local buying, global cues",0
2009-04-20,gold futures down $2.80 at $870.70 an ounce,2
2018-02-16,world gold council : india's budget - policy & progress,1
2009-02-25,gold slightly lower as rising stocks reduce safety buying,2
